,SeqNr,Long,Lat,East,North,RealT,LiveT,Dist(m),ROI_A,ROI_A(sd),ROI_B,ROI_B(sd),ROI_C,ROI_C(sd),ROI_PL,ROI_PL(sd),ROI_PR,ROI_PR(sd),ROI_P,ROI_P(sd),ROI_BR,ROI_BR(sd),ROI_K,ROI_K(sd),ROI_U,ROI_U(sd),ROI_T,ROI_T(sd)
11226,11227,14.0035239,55.8154218,1387055.7,6188850.4,1.0,1.0,56130,840.54,28.99,453.79,21.3,185.71,13.63,63.01,7.94,42.65,6.53,112.07,10.59,79.95,8.94,116.07,10.77,18.77,4.33,15.03,3.88
11227,11228,14.003564,55.815383,1387058.1,6188846.0,1.0,1.0,56135,844.59,29.03,460.39,21.43,194.5,13.93,67.41,8.2,43.48,6.59,120.03,10.94,86.93,9.31,121.9,11.03,17.63,4.19,14.95,3.86
11228,11229,14.0036064,55.8153449,1387060.7,6188841.7,1.0,1.0,56140,858.02,29.24,463.35,21.49,207.48,14.38,71.79,8.46,43.57,6.59,126.86,11.24,97.02,9.83,129.31,11.35,13.0,3.6,14.61,3.81
11229,11230,14.0036492,55.815307,1387063.3,6188837.4,1.0,0.99,56145,887.09,29.86,468.55,21.7,216.44,14.75,75.01,8.68,44.57,6.69,131.35,11.49,103.8,10.21,132.24,11.53,8.57,2.93,13.42,3.67
11230,11231,14.0036911,55.8152689,1387065.8,6188833.1,1.0,0.98,56150,924.57,30.78,476.12,22.09,217.87,14.94,76.25,8.84,46.45,6.9,132.44,11.65,104.26,10.34,128.66,11.48,6.58,2.6,11.4,3.42
11231,11232,14.003732,55.8152303,1387068.2,6188828.7,1.0,0.96,56155,944.74,31.37,478.21,22.32,214.69,14.95,75.06,8.84,46.91,6.99,129.3,11.6,100.14,10.21,122.05,11.27,7.24,2.75,9.42,3.13
11232,11233,14.0037718,55.8151914,1387070.6,6188824.3,1.0,0.96,56160,928.63,31.12,468.9,22.12,209.67,14.79,71.52,8.64,44.46,6.81,122.16,11.29,93.67,9.88,116.12,11.01,10.26,3.27,8.3,2.94
11233,11234,14.0038108,55.8151522,1387073.0,6188819.9,1.0,0.97,56165,892.1,30.33,453.05,21.61,202.92,14.47,67.68,8.35,41.87,6.57,115.58,10.92,87.72,9.51,113.85,10.84,13.84,3.78,8.42,2.95
11234,11235,14.0038495,55.815113,1387075.3,6188815.4,1.0,0.99,56170,860.0,29.5,438.29,21.06,193.91,14.01,66.05,8.18,42.91,6.59,115.15,10.79,85.28,9.29,117.86,10.92,15.81,4.0,10.05,3.19
11235,11236,14.0038884,55.8150738,1387077.6,6188811.0,1.0,1.01,56175,844.3,28.95,428.37,20.62,184.49,13.53,66.9,8.15,47.37,6.86,120.63,10.94,86.99,9.29,125.91,11.18,15.48,3.92,12.63,3.54
11236,11237,14.003928,55.8150348,1387080.0,6188806.6,1.0,1.02,56180,840.95,28.72,422.22,20.35,179.48,13.27,67.7,8.15,50.08,7.01,124.54,11.05,90.64,9.43,129.72,11.28,13.97,3.7,14.58,3.78
11237,11238,14.0039687,55.8149962,1387082.4,6188802.3,1.0,1.02,56185,844.72,28.82,418.56,20.29,182.51,13.4,66.28,8.07,46.77,6.78,120.62,10.89,94.04,9.62,122.48,10.97,12.39,3.49,14.58,3.79
11238,11239,14.0040104,55.8149579,1387084.9,6188797.9,1.0,1.01,56190,849.23,29.05,416.63,20.35,188.84,13.7,63.9,7.97,40.69,6.36,112.78,10.59,96.3,9.78,108.89,10.4,10.98,3.3,13.19,3.62
11239,11240,14.0040528,55.8149198,1387087.4,6188793.6,1.0,1.0,56195,847.68,29.13,415.9,20.4,190.6,13.81,63.07,7.95,37.93,6.16,108.75,10.43,97.02,9.85,97.98,9.9,9.67,3.11,11.67,3.42
11240,11241,14.0040951,55.8148818,1387090.0,6188789.3,1.0,1.0,56200,836.52,28.93,415.72,20.4,184.28,13.58,64.71,8.05,41.16,6.42,112.17,10.59,96.2,9.81,94.91,9.75,8.54,2.92,10.86,3.3
11241,11242,14.0041362,55.8148433,1387092.5,6188785.0,1.0,1.0,56205,818.46,28.6,415.34,20.37,174.93,13.22,66.69,8.16,46.48,6.81,118.83,10.9,94.6,9.72,97.38,9.86,7.98,2.82,10.83,3.29
11242,11243,14.004175,55.8148041,1387094.8,6188780.5,1.0,1.0,56210,797.37,28.3,414.03,20.39,168.25,13.0,66.74,8.19,49.54,7.05,123.88,11.15,93.01,9.66,102.3,10.14,8.4,2.9,11.52,3.4
11243,11244,14.0042116,55.8147642,1387096.9,6188776.0,1.0,0.99,56215,783.05,28.18,412.05,20.44,166.39,12.99,65.42,8.14,49.73,7.1,126.46,11.32,91.55,9.64,107.41,10.44,9.84,3.16,12.54,3.57
11244,11245,14.0042472,55.814724,1387099.1,6188771.5,1.0,0.98,56220,789.35,28.38,410.29,20.46,169.06,13.13,65.22,8.16,49.01,7.07,128.42,11.45,89.92,9.58,111.07,10.65,12.07,3.51,13.25,3.68
11245,11246,14.0042828,55.8146838,1387101.2,6188767.0,1.0,0.98,56225,824.49,28.95,409.39,20.4,175.33,13.35,67.99,8.31,48.89,7.05,131.05,11.54,87.97,9.46,112.04,10.67,14.77,3.87,13.21,3.66
11246,11247,14.0043195,55.8146439,1387103.4,6188762.5,1.0,0.99,56230,868.81,29.58,408.83,20.29,181.41,13.51,72.23,8.53,48.53,6.99,132.83,11.56,86.37,9.33,111.13,10.58,17.09,4.15,12.91,3.6
11247,11248,14.0043581,55.8146046,1387105.7,6188758.0,1.0,1.0,56235,894.24,29.89,407.69,20.18,182.65,13.51,75.43,8.68,46.36,6.8,131.34,11.45,86.09,9.27,109.76,10.47,18.03,4.24,13.12,3.62
11248,11249,14.0043988,55.8145661,1387108.1,6188753.7,1.0,1.0,56240,888.29,29.76,406.79,20.14,177.7,13.31,75.88,8.7,41.93,6.46,125.63,11.19,87.34,9.33,109.24,10.44,17.11,4.13,14.1,3.75
11249,11250,14.004441,55.814528,1387110.6,6188749.4,1.0,1.0,56245,873.38,29.53,410.76,20.25,172.55,13.13,73.63,8.58,37.35,6.11,118.03,10.86,88.75,9.41,110.64,10.51,15.01,3.87,14.94,3.86
11250,11251,14.0044839,55.81449,1387113.2,6188745.1,1.0,1.0,56250,874.97,29.61,424.1,20.61,173.74,13.19,69.07,8.32,34.95,5.92,111.22,10.56,88.86,9.44,114.82,10.73,12.56,3.55,14.63,3.83
11251,11252,14.0045261,55.8144519,1387115.8,6188740.8,1.0,1.0,56255,891.08,29.9,440.9,21.03,181.06,13.48,63.72,8.0,35.17,5.94,106.91,10.36,88.42,9.42,120.35,10.99,10.4,3.23,12.9,3.6
11252,11253,14.0045663,55.8144131,1387118.2,6188736.4,1.0,1.0,56260,898.09,29.97,447.06,21.15,188.9,13.74,60.03,7.75,36.97,6.08,105.98,10.3,89.95,9.48,123.98,11.14,9.01,3.0,10.05,3.17
11253,11254,14.0046036,55.8143734,1387120.4,6188731.9,1.0,1.01,56265,880.66,29.54,434.99,20.76,192.54,13.81,60.04,7.71,39.26,6.24,108.96,10.39,94.91,9.7,123.55,11.06,8.8,2.95,6.76,2.59
11254,11255,14.0046392,55.8143333,1387122.5,6188727.4,1.0,1.02,56270,860.68,29.07,425.24,20.43,191.46,13.71,64.04,7.93,40.93,6.34,114.85,10.62,100.34,9.93,121.75,10.93,9.79,3.1,5.18,2.26
11255,11256,14.0046749,55.8142931,1387124.6,6188722.8,1.0,1.02,56275,868.63,29.2,444.48,20.89,186.36,13.53,71.76,8.39,40.91,6.34,122.28,10.96,102.21,10.02,122.36,10.96,11.92,3.42,7.69,2.75
11256,11257,14.0047116,55.8142532,1387126.8,6188718.3,1.0,1.01,56280,905.42,29.95,487.42,21.98,180.71,13.38,80.5,8.93,39.8,6.28,129.61,11.33,100.43,9.97,125.81,11.16,14.26,3.76,13.02,3.59
11257,11258,14.0047494,55.8142137,1387129.1,6188713.9,1.0,1.0,56285,940.63,30.67,514.91,22.69,180.92,13.45,84.99,9.22,39.97,6.32,134.94,11.62,99.0,9.95,128.97,11.36,15.01,3.87,16.0,4.0
11258,11259,14.0047881,55.8141744,1387131.4,6188709.4,1.0,1.0,56290,950.09,30.86,500.04,22.39,191.04,13.84,82.15,9.07,43.24,6.58,137.5,11.74,100.69,10.05,129.18,11.38,13.07,3.62,13.23,3.64
11259,11260,14.0048274,55.8141354,1387133.7,6188705.0,1.0,1.0,56295,942.06,30.7,474.09,21.78,204.79,14.32,78.63,8.87,48.73,6.98,141.26,11.89,102.35,10.12,126.53,11.25,10.52,3.24,9.35,3.06
11260,11261,14.0048668,55.8140964,1387136.1,6188700.6,1.0,1.0,56300,932.51,30.53,479.77,21.9,213.5,14.61,82.78,9.1,54.83,7.4,150.82,12.28,99.73,9.98,121.92,11.04,10.03,3.17,10.6,3.26
11261,11262,14.004906,55.8140572,1387138.4,6188696.2,1.0,1.0,56305,927.15,30.45,508.74,22.56,212.88,14.59,91.72,9.58,59.92,7.74,162.54,12.75,95.28,9.76,116.85,10.81,11.32,3.36,15.68,3.96
11262,11263,14.0049447,55.8140179,1387140.7,6188691.8,1.0,1.0,56310,924.39,30.4,516.68,22.73,201.86,14.2,94.6,9.72,62.3,7.89,166.99,12.92,96.16,9.8,113.25,10.64,12.0,3.46,18.01,4.24
11263,11264,14.0049831,55.8139786,1387143.0,6188687.3,1.0,1.0,56315,922.07,30.33,488.56,22.08,184.51,13.57,87.36,9.34,60.84,7.79,159.92,12.63,103.43,10.16,111.68,10.56,11.56,3.4,15.11,3.88
11264,11265,14.0050225,55.8139395,1387145.4,6188682.9,1.0,1.0,56320,917.34,30.28,463.37,21.52,174.08,13.19,78.31,8.85,55.36,7.44,146.68,12.11,107.11,10.35,110.11,10.49,12.84,3.58,12.05,3.47
11265,11266,14.0050637,55.8139011,1387147.9,6188678.6,1.0,0.99,56325,909.08,30.27,473.51,21.85,180.31,13.48,74.75,8.68,46.76,6.87,133.12,11.59,99.51,10.02,107.38,10.4,17.92,4.25,13.02,3.62
11266,11267,14.0051063,55.8138631,1387150.4,6188674.3,1.0,0.98,56330,904.59,30.35,494.76,22.45,192.17,13.99,73.2,8.63,40.29,6.41,122.95,11.19,89.14,9.53,107.28,10.45,23.61,4.9,14.48,3.84
11267,11268,14.0051492,55.8138253,1387153.0,6188670.0,1.0,0.98,56335,910.98,30.54,491.72,22.44,194.62,14.12,68.06,8.35,41.4,6.51,118.72,11.03,87.58,9.47,113.87,10.8,25.64,5.12,11.62,3.45
11268,11269,14.0051914,55.8137872,1387155.5,6188665.7,1.0,0.98,56340,914.42,30.59,470.04,21.93,188.39,13.88,61.83,7.95,46.78,6.92,119.16,11.04,93.95,9.81,121.6,11.16,23.45,4.9,7.06,2.69
11269,11270,14.0052319,55.8137486,1387158.0,6188661.3,1.0,0.98,56345,891.56,30.13,454.87,21.52,181.68,13.6,60.75,7.86,49.0,7.06,121.08,11.1,101.38,10.16,120.49,11.08,18.28,4.31,6.91,2.65
11270,11271,14.0052706,55.8137093,1387160.3,6188656.9,1.0,0.99,56350,846.72,29.24,455.44,21.45,179.3,13.46,65.37,8.12,45.73,6.8,121.74,11.09,105.75,10.33,110.52,10.56,12.1,3.5,12.1,3.5
11271,11272,14.0053086,55.8136698,1387162.5,6188652.4,1.0,1.0,56355,824.06,28.7,457.97,21.4,181.07,13.45,67.98,8.24,41.96,6.48,118.91,10.9,107.0,10.34,106.06,10.3,7.96,2.82,16.02,4.0
11272,11273,14.0053471,55.8136305,1387164.8,6188648.0,1.0,1.01,56360,851.45,29.02,450.56,21.11,185.26,13.54,63.25,7.91,41.49,6.41,111.76,10.52,104.87,10.19,116.26,10.72,7.78,2.77,13.9,3.71
11273,11274,14.005387,55.8135916,1387167.2,6188643.6,1.0,1.02,56365,883.24,29.44,435.29,20.67,185.77,13.5,57.23,7.49,41.37,6.37,104.5,10.13,97.36,9.77,126.26,11.13,8.8,2.94,10.06,3.14
11274,11275,14.0054286,55.8135533,1387169.7,6188639.3,1.0,1.02,56370,869.29,29.15,418.3,20.22,177.9,13.19,57.06,7.47,38.24,6.11,101.68,9.97,83.52,9.03,120.15,10.84,7.97,2.79,9.66,3.07
11275,11276,14.0054709,55.8135153,1387172.3,6188635.0,1.0,1.02,56375,831.94,28.54,409.92,20.03,170.62,12.92,60.72,7.71,35.31,5.88,103.03,10.04,70.7,8.32,107.88,10.28,6.81,2.58,10.79,3.25
11276,11277,14.0055127,55.813477,1387174.8,6188630.6,1.0,1.01,56380,815.2,28.35,420.12,20.35,175.99,13.17,63.43,7.91,37.48,6.08,106.68,10.26,68.01,8.19,106.57,10.25,8.1,2.83,9.55,3.07
11277,11278,14.005554,55.8134387,1387177.3,6188626.3,1.0,1.0,56385,827.58,28.7,440.95,20.95,188.76,13.71,64.45,8.01,43.37,6.57,111.45,10.53,73.59,8.56,114.88,10.69,11.19,3.34,6.82,2.61
11278,11279,14.0055962,55.8134006,1387179.8,6188622.0,1.0,1.0,56390,857.21,29.29,454.3,21.33,193.96,13.93,65.36,8.09,48.01,6.93,116.57,10.8,79.32,8.91,120.97,11.0,13.47,3.67,6.26,2.5
11279,11280,14.00564,55.8133631,1387182.4,6188617.7,1.0,1.0,56395,889.69,29.84,452.69,21.29,186.58,13.67,67.28,8.21,48.68,6.98,121.54,11.03,81.44,9.03,119.67,10.95,13.88,3.73,9.11,3.02
11280,11281,14.0056851,55.813326,1387185.1,6188613.5,1.0,1.0,56400,906.85,30.11,446.51,21.13,178.42,13.36,70.48,8.4,46.43,6.81,126.38,11.24,83.52,9.14,117.06,10.82,13.93,3.73,12.66,3.56
11281,11282,14.0057313,55.8132894,1387187.9,6188609.4,1.0,1.0,56405,895.69,29.95,446.37,21.14,180.62,13.45,74.87,8.66,42.66,6.54,130.88,11.45,88.81,9.43,119.12,10.92,14.99,3.87,14.28,3.78
11282,11283,14.0057781,55.8132531,1387190.8,6188605.3,1.0,1.0,56410,875.4,29.62,454.59,21.35,191.08,13.84,78.43,8.87,38.83,6.24,133.05,11.55,94.48,9.73,124.91,11.19,16.1,4.02,14.26,3.78
11283,11284,14.0058251,55.8132167,1387193.6,6188601.1,1.0,1.0,56415,876.62,29.57,470.36,21.66,202.94,14.23,78.47,8.85,36.38,6.02,130.37,11.4,95.61,9.76,130.97,11.43,15.49,3.93,13.92,3.73
