SeqNr,Long,Lat,East,North,RealT,LiveT,Dist(m),ROI_A,ROI_A(sd),ROI_B,ROI_B(sd),ROI_C,ROI_C(sd),ROI_PL,ROI_PL(sd),ROI_PR,ROI_PR(sd),ROI_P,ROI_P(sd),ROI_BR,ROI_BR(sd),ROI_K,ROI_K(sd),ROI_U,ROI_U(sd),ROI_T,ROI_T(sd)
8737,13.9967367,55.8991676,1386874.1,6198184,1,0.98,43680,748.82,27.65,446.8,21.36,189.92,13.92,69.39,8.42,51.94,7.28,126.31,11.36,88.57,9.51,137.71,11.86,10.22,3.23,6.15,2.51
8738,13.9967736,55.8991277,1386876.3,6198179.5,1,0.98,43685,766.79,27.98,433.92,21.05,187.29,13.83,69.84,8.45,50.98,7.22,125.1,11.3,86.76,9.41,137.28,11.84,10.54,3.28,7.62,2.79
8739,13.9968121,55.8990883,1386878.6,6198175,1,0.99,43690,792.99,28.37,409.75,20.39,180.25,13.53,70.95,8.49,50.31,7.15,125.41,11.28,85.56,9.32,136.39,11.77,11.05,3.35,10.32,3.24
8740,13.9968524,55.8990496,1386881,6198170.7,1,0.99,43695,816.04,28.64,387.91,19.75,172.76,13.18,72.31,8.53,50,7.09,126.45,11.27,84.57,9.22,134.08,11.61,11.66,3.42,13.01,3.62
8741,13.9968949,55.8990115,1386883.5,6198166.3,1,1,43700,824.91,28.65,381.58,19.49,168.68,12.96,73.56,8.56,50.1,7.06,127.4,11.26,83.39,9.11,129.45,11.35,12.3,3.5,14.5,3.8
8742,13.9969394,55.8989742,1386886.2,6198162.1,1,1.01,43705,817.89,28.41,392.5,19.68,169.35,12.93,74.3,8.56,50.37,7.05,127.69,11.23,81.84,8.99,122.84,11.01,12.83,3.56,14.5,3.78
8743,13.9969858,55.8989376,1386889,6198158,1,1.02,43710,803.05,28.08,410.36,20.07,173.39,13.05,74.2,8.53,50.29,7.03,127,11.17,79.97,8.86,115.93,10.67,13.07,3.58,13.71,3.67
8744,13.9970337,55.8989016,1386891.9,6198153.9,1,1.02,43715,788.96,27.81,424.29,20.39,179.3,13.26,72.91,8.45,49.32,6.95,125,11.07,77.84,8.73,110.46,10.41,12.85,3.55,12.85,3.55
8745,13.9970828,55.8988663,1386894.9,6198149.9,1,1.02,43720,782.91,27.75,425.26,20.45,185.59,13.51,70.21,8.31,47.01,6.8,121.49,10.93,75.6,8.62,107.96,10.3,12.04,3.44,12.54,3.51
8746,13.9971332,55.8988314,1386897.9,6198145.9,1,1.01,43725,783.77,27.85,416.64,20.31,190.71,13.74,66.77,8.13,43.78,6.58,116.97,10.76,74.13,8.57,108.57,10.37,10.86,3.28,12.59,3.53
8747,13.9971846,55.898797,1386901,6198142,1,1,43730,786.92,28,406.9,20.14,193.07,13.87,63.6,7.96,40.34,6.34,112.26,10.58,74.59,8.62,111.86,10.56,9.68,3.11,12.5,3.53
8748,13.9972371,55.8987632,1386904.2,6198138.1,1,1,43735,787.76,28.07,404.52,20.12,191.11,13.83,61.75,7.86,37.43,6.12,108.18,10.4,78.11,8.84,117.42,10.84,8.87,2.98,11.75,3.43
8749,13.9972905,55.8987297,1386907.5,6198134.3,1,1,43740,784.3,28.01,413.28,20.33,184.53,13.59,61.54,7.85,35.53,5.96,105.19,10.26,84.63,9.2,124.46,11.16,8.61,2.93,10.19,3.19
8750,13.9973446,55.8986967,1386910.8,6198130.6,1,1,43745,780,27.92,427.17,20.66,175.65,13.25,61.87,7.86,34.66,5.88,103.06,10.15,91.48,9.56,131.49,11.46,8.71,2.95,8.43,2.9
8751,13.9973994,55.8986639,1386914.1,6198126.8,1,1,43750,779.01,27.9,438.94,20.94,167.12,12.92,61.46,7.84,34.78,5.89,101.44,10.07,95.7,9.78,136.91,11.7,8.94,2.99,7.17,2.68
8752,13.9974546,55.8986315,1386917.4,6198123.1,1,1,43755,784.84,28.06,441.98,21.06,161.39,12.73,59.17,7.71,35.81,5.99,100.01,10.02,94.65,9.75,139.27,11.82,9.08,3.02,7.06,2.66
8753,13.9975102,55.8985992,1386920.8,6198119.4,1,0.99,43760,794.26,28.33,436.11,20.99,158.79,12.67,55.22,7.47,37.47,6.15,98.54,9.98,89.5,9.51,138.46,11.83,9.11,3.03,8.03,2.85
8754,13.9975658,55.898567,1386924.2,6198115.8,1,0.98,43765,800.03,28.53,424.95,20.79,158.4,12.7,50.69,7.18,39.32,6.33,96.83,9.93,83.65,9.23,135.17,11.73,9.11,3.04,9.62,3.13
8755,13.9976214,55.8985347,1386927.6,6198112.1,1,0.98,43770,794.87,28.48,412.2,20.51,159.28,12.75,46.64,6.9,40.94,6.46,94.7,9.83,80.53,9.07,130.13,11.52,9.19,3.06,11.36,3.41
8756,13.9976768,55.8985024,1386931,6198108.4,1,0.98,43775,775.04,28.08,401.11,20.2,160.55,12.78,44.04,6.69,41.96,6.53,92.27,9.69,82.23,9.15,123.98,11.23,9.4,3.09,12.81,3.61
8757,13.9977322,55.89847,1386934.3,6198104.7,1,0.99,43780,747.92,27.49,393.48,19.94,161.52,12.78,43.52,6.63,42.24,6.53,90.7,9.57,86.63,9.36,117.26,10.89,9.68,3.13,13.64,3.71
8758,13.9977878,55.8984378,1386937.7,6198101,1,1,43785,723,26.93,390.86,19.8,161.57,12.73,45.64,6.77,41.67,6.47,91.34,9.57,90.85,9.55,110.45,10.53,9.92,3.15,13.53,3.68
8759,13.9978438,55.8984058,1386941.1,6198097.4,1,1,43790,709.52,26.61,394.68,19.85,160.09,12.64,50.92,7.13,40.17,6.33,95.45,9.76,92.05,9.58,104.03,10.19,10.03,3.16,12.21,3.49
8760,13.9979004,55.8983741,1386944.6,6198093.7,1,1,43795,710.41,26.61,403.67,20.06,157.9,12.54,58.45,7.63,38.12,6.16,102.55,10.11,89.61,9.45,98.69,9.92,9.9,3.14,9.94,3.15
8761,13.9979572,55.8983425,1386948,6198090.1,1,1,43800,721.92,26.83,413.68,20.31,157.29,12.53,65.83,8.1,36.39,6.02,110.29,10.49,85.23,9.22,95.28,9.75,9.38,3.06,7.6,2.75
8762,13.9980141,55.898311,1386951.5,6198086.5,1,1,43805,739.93,27.2,420.42,20.5,160.63,12.67,70.58,8.4,35.87,5.99,116.24,10.78,80.76,8.98,94.7,9.73,8.3,2.88,6.12,2.47
8763,13.9980708,55.8982793,1386955,6198082.9,1,1,43810,760.31,27.6,420.17,20.52,169.63,13.04,70.66,8.41,37.29,6.11,118.28,10.89,77.85,8.83,97.59,9.89,6.6,2.57,6.24,2.5
8764,13.9981274,55.8982476,1386958.4,6198079.3,1,1,43815,778.68,27.95,413.59,20.37,181.07,13.48,67.19,8.21,39.88,6.33,116.92,10.83,77.1,8.8,102.99,10.17,4.81,2.2,7.66,2.77
8765,13.9981838,55.8982158,1386961.8,6198075.7,1,1,43820,790.55,28.16,403.26,20.11,189.49,13.79,62.73,7.93,42.24,6.51,113.84,10.69,78.63,8.88,109.18,10.46,3.72,1.93,9.56,3.1
8766,13.99824,55.8981839,1386965.3,6198072,1,1,43825,791.44,28.13,391.81,19.79,189.43,13.76,59.84,7.73,42.96,6.55,110.72,10.52,82.53,9.08,114.47,10.7,4.14,2.03,11.13,3.33
8767,13.9982961,55.8981519,1386968.7,6198068.4,1,1.01,43830,779.26,27.82,381.77,19.47,178.26,13.3,60.22,7.73,41.27,6.4,108.82,10.39,88.43,9.37,117.67,10.81,6.42,2.52,11.8,3.42
8768,13.9983524,55.89812,1386972.1,6198064.7,1,1.01,43835,758.9,27.35,375.46,19.24,161.55,12.62,62.94,7.88,38.26,6.14,108.26,10.33,94.6,9.66,119.15,10.84,9.63,3.08,11.73,3.4
8769,13.998409,55.8980883,1386975.6,6198061.1,1,1.02,43840,736.55,26.88,375.15,19.18,146.37,11.98,66.65,8.09,35.36,5.89,108.93,10.34,99.02,9.86,119.58,10.83,12.6,3.52,11.19,3.31
8770,13.9984664,55.8980571,1386979.1,6198057.5,1,1.02,43845,718.23,26.55,383,19.39,139.59,11.7,69.96,8.29,33.95,5.77,110.71,10.42,99.77,9.89,119.6,10.83,14.21,3.73,10.44,3.2
8771,13.9985246,55.8980263,1386982.6,6198054,1,1.01,43850,706.31,26.39,397.46,19.8,142.35,11.85,71.78,8.41,34.55,5.84,112.86,10.55,96.48,9.75,119.42,10.85,14.23,3.75,9.72,3.1
8772,13.9985836,55.897996,1386986.2,6198050.5,1,1.01,43855,698.83,26.35,412.65,20.25,149.08,12.17,71.29,8.42,36.63,6.03,113.93,10.64,90.64,9.49,118.75,10.86,13.53,3.67,9.19,3.02
8773,13.9986433,55.8979661,1386989.9,6198047.1,1,1,43860,693.59,26.33,422.47,20.55,153.84,12.4,67.69,8.23,39.61,6.29,112.43,10.6,83.82,9.15,117.25,10.83,13.01,3.61,8.99,3
8774,13.9987036,55.8979366,1386993.5,6198043.7,1,1,43865,688.99,26.27,422.13,20.57,151.95,12.34,60.67,7.8,42.86,6.55,107.41,10.37,77.51,8.81,114.79,10.72,13.4,3.66,9.24,3.04
8775,13.9987643,55.8979074,1386997.2,6198040.4,1,1,43870,686.78,26.23,414.58,20.38,146.01,12.09,52.75,7.27,45.62,6.76,101.01,10.06,72.55,8.52,112.24,10.6,14.32,3.79,9.7,3.12
8776,13.9988251,55.8978782,1387001,6198037,1,1,43875,689.93,26.27,405.53,20.14,141.24,11.89,47.49,6.89,47.06,6.86,96.5,9.82,69.57,8.34,110.84,10.53,15,3.87,10.02,3.17
8777,13.9988858,55.897849,1387004.7,6198033.7,1,1,43880,701.31,26.48,400.56,20.02,142.7,11.95,48.29,6.95,46.4,6.81,97.03,9.85,69.16,8.32,111.77,10.57,14.7,3.83,9.85,3.14
8778,13.9989461,55.8978195,1387008.4,6198030.3,1,1,43885,720.74,26.87,401.14,20.04,150.83,12.29,55.1,7.43,43.76,6.62,102.68,10.14,71.17,8.44,114.7,10.72,13.34,3.65,9.32,3.05
8779,13.9990057,55.8977897,1387012,6198026.9,1,1,43890,744.59,27.32,404.1,20.12,160.81,12.69,63.88,8,40.33,6.36,110.04,10.5,74.59,8.65,117.58,10.86,11.59,3.41,9.06,3.01
8780,13.9990645,55.8977593,1387015.6,6198023.4,1,1,43895,769.05,27.74,406.02,20.16,167.54,12.95,70.42,8.39,37.37,6.11,115.51,10.75,78.39,8.86,118.26,10.88,10.16,3.19,9.74,3.12
8781,13.9991222,55.8977282,1387019.1,6198019.8,1,1,43900,790.38,28.05,404.11,20.06,166.89,12.89,71.18,8.42,35.98,5.98,116.17,10.75,81.65,9.02,115.06,10.7,9.67,3.1,11.85,3.43
8782,13.9991791,55.8976967,1387022.6,6198016.2,1,1.01,43905,805.43,28.21,399.78,19.88,161.15,12.62,67.45,8.17,36.37,6,113.47,10.59,84.37,9.13,109.54,10.41,10.05,3.15,14.67,3.81
8783,13.9992354,55.8976648,1387026,6198012.6,1,1.02,43910,811.28,28.23,396.19,19.73,155.29,12.35,62.51,7.84,38.36,6.14,110.72,10.43,86.92,9.24,104.57,10.14,10.91,3.27,16.98,4.08
8784,13.9992914,55.8976327,1387029.4,6198008.9,1,1.02,43915,805.01,28.09,396.5,19.72,154.27,12.3,59.62,7.65,41.79,6.4,111.19,10.44,89.67,9.38,103.04,10.05,11.9,3.42,17.58,4.15
8785,13.9993475,55.8976007,1387032.8,6198005.3,1,1.02,43920,786.81,27.82,402.11,19.89,160.59,12.57,60.55,7.72,46,6.73,116.22,10.69,92.76,9.55,106.26,10.22,12.75,3.54,15.86,3.95
8786,13.9994032,55.8975686,1387036.2,6198001.6,1,1.01,43925,764.76,27.52,409.85,20.15,170.4,12.99,63.28,7.92,49.21,6.98,122.11,11,95.78,9.74,111.53,10.51,13.4,3.64,12.72,3.55
8787,13.9994584,55.8975361,1387039.6,6197997.9,1,1,43930,748.2,27.32,415.87,20.37,178.88,13.36,65.15,8.06,49.44,7.02,124.39,11.14,98.22,9.9,115.51,10.73,13.86,3.72,9.33,3.05
8788,13.9995127,55.8975032,1387042.9,6197994.2,1,1,43935,745.97,27.34,416.52,20.43,181.43,13.48,63.67,7.99,44.84,6.7,118.85,10.91,99.59,9.99,115.06,10.74,14.12,3.76,6.79,2.61
8789,13.9995661,55.8974698,1387046.1,6197990.4,1,1,43940,757.66,27.57,411.98,20.33,177.71,13.35,59.06,7.7,36.42,6.05,106.59,10.34,99.76,10.01,110.24,10.52,14.21,3.78,5.65,2.38
8790,13.9996191,55.8974362,1387049.3,6197986.5,1,1,43945,774.55,27.87,405.93,20.17,171.25,13.1,53.95,7.35,27.71,5.27,93.46,9.68,98.96,9.96,104.01,10.21,14.17,3.77,5.9,2.43
8791,13.9996719,55.8974024,1387052.5,6197982.7,1,1,43950,787.62,28.07,402.15,20.06,165.69,12.88,51.07,7.15,22.35,4.73,85.46,9.25,97.39,9.87,99.45,9.97,14.03,3.75,7.51,2.74
8792,13.9997248,55.8973688,1387055.8,6197978.8,1,1,43955,789.24,28.07,403.94,20.08,164.25,12.8,52.7,7.25,23.4,4.83,87.66,9.35,95.28,9.75,99.21,9.95,13.85,3.72,10.36,3.22
8793,13.9997781,55.8973353,1387059,6197975,1,1,43960,782.11,27.92,411.05,20.24,166.8,12.89,57.8,7.59,29.66,5.44,98.04,9.88,92.74,9.61,102.93,10.13,13.61,3.68,13.65,3.69
8794,13.9998319,55.8973021,1387062.3,6197971.3,1,1,43965,773.61,27.77,421.58,20.5,171.69,13.08,63.8,7.98,38.01,6.16,111.38,10.54,89.9,9.47,108.88,10.42,13.33,3.65,16.23,4.02
8795,13.9998864,55.8972692,1387065.6,6197967.5,1,1,43970,771.14,27.77,433.64,20.83,177.28,13.32,68.15,8.26,45.31,6.73,122.44,11.07,86.84,9.32,115.32,10.74,12.98,3.6,16.97,4.12
8796,13.9999415,55.8972367,1387068.9,6197963.8,1,0.99,43975,779.34,28.01,445.21,21.17,182.14,13.54,69,8.33,49.14,7.03,127.26,11.32,83.66,9.18,120.72,11.02,12.54,3.55,15.24,3.92
8797,13.9999971,55.8972045,1387072.3,6197960.1,1,0.99,43980,793.46,28.37,453.8,21.45,185.57,13.72,67.04,8.25,49.58,7.09,126.26,11.32,80.44,9.03,124.25,11.23,11.9,3.47,12.16,3.51
8798,14.0000529,55.8971724,1387075.7,6197956.4,1,0.98,43985,806.71,28.68,456.81,21.58,187,13.81,63.47,8.04,47.22,6.94,120.81,11.1,77.25,8.87,125.27,11.3,10.93,3.34,9.2,3.06
8799,14.0001086,55.8971402,1387079.1,6197952.8,1,0.98,43990,812.5,28.78,451.75,21.46,185.92,13.77,59.48,7.79,42.66,6.6,112.27,10.7,74.17,8.7,123.14,11.21,9.51,3.11,7.82,2.82
8800,14.000164,55.8971078,1387082.5,6197949.1,1,0.99,43995,809.36,28.66,439.35,21.11,182.82,13.62,56.06,7.54,37,6.13,102.58,10.2,71.63,8.53,118.63,10.97,7.84,2.82,8.27,2.9
8801,14.0002193,55.8970754,1387085.8,6197945.4,1,0.99,44000,801.82,28.42,424.08,20.67,179.32,13.44,53.93,7.37,31.92,5.67,94.32,9.75,70.48,8.43,114.09,10.72,6.47,2.55,9.41,3.08
8802,14.0002744,55.8970429,1387089.2,6197941.7,1,1,44005,794.74,28.2,410.62,20.27,177.12,13.31,53.8,7.34,29.12,5.4,90.12,9.5,71.58,8.46,111.96,10.58,5.96,2.44,10.03,3.17
8803,14.0003294,55.8970103,1387092.5,6197938,1,1,44010,792.2,28.11,402.88,20.05,177.53,13.31,56.14,7.48,29.97,5.47,92.01,9.58,75.47,8.68,114.23,10.67,6.81,2.61,9.12,3.02
8804,14.0003846,55.8969778,1387095.9,6197934.3,1,1,44015,793.38,28.13,400.08,19.97,179.43,13.38,59.91,7.73,33.66,5.79,98.37,9.9,80.67,8.97,120.07,10.94,8.95,2.99,7.01,2.64
8805,14.0004403,55.8969456,1387099.3,6197930.6,1,1,44020,795.49,28.19,399.54,19.98,180.72,13.43,63.46,7.96,38.53,6.2,106.09,10.29,84.88,9.21,127.49,11.28,12.1,3.48,4.56,2.13
8806,14.0004967,55.8969139,1387102.7,6197926.9,1,1,44025,795.76,28.21,398.61,19.97,179.32,13.39,65.15,8.07,42.9,6.55,112.11,10.59,85.81,9.27,134.52,11.6,15.96,4,2.64,1.62
8807,14.000554,55.8968825,1387106.2,6197923.4,1,1,44030,792.49,28.17,395.86,19.91,174.68,13.23,64.26,8.02,45.58,6.76,114.52,10.71,82.9,9.11,139.56,11.82,19.95,4.47,1.82,1.35
8808,14.0006117,55.8968515,1387109.7,6197919.8,1,1,44035,786.13,28.06,392.35,19.82,169.31,13.02,61.92,7.87,46.25,6.81,113.86,10.68,79.05,8.9,141.67,11.91,22.85,4.78,2.13,1.46
8809,14.0006695,55.8968204,1387113.3,6197916.3,1,1,44040,777.39,27.89,389.46,19.74,166.12,12.89,59.46,7.71,44.72,6.69,110.95,10.54,77.61,8.81,140.05,11.84,23.38,4.84,3.51,1.87
8810,14.0007268,55.8967891,1387116.7,6197912.7,1,1,44045,767.02,27.67,388.54,19.7,167.47,12.93,58.09,7.62,40.96,6.39,106.65,10.32,81.39,9.01,134.11,11.57,20.5,4.52,5.86,2.42
8811,14.0007835,55.8967575,1387120.2,6197909.1,1,1,44050,755.96,27.45,390.97,19.74,171.24,13.06,57.79,7.59,36.17,6,102.15,10.09,88.82,9.41,125.41,11.18,15.5,3.93,8.63,2.93
8812,14.0008395,55.8967254,1387123.6,6197905.4,1,1,44055,745.27,27.26,398.13,19.93,173.01,13.14,57.95,7.6,32.23,5.67,98.85,9.93,96.12,9.79,116.57,10.78,10.78,3.28,11.02,3.32
8813,14.0008945,55.8966929,1387127,6197901.7,1,1,44060,736.02,27.16,411.33,20.3,168.46,12.99,57.94,7.62,30.97,5.57,98.1,9.92,99.54,9.99,110.22,10.51,8.72,2.96,12.26,3.5
8814,14.0009488,55.89666,1387130.3,6197897.9,1,0.99,44065,729.6,27.16,428.5,20.82,157.21,12.61,57.49,7.62,32.78,5.76,99.99,10.06,97.95,9.95,107.46,10.42,9.98,3.18,12.18,3.51
8815,14.0010027,55.8966268,1387133.5,6197894.2,1,0.98,44070,727.92,27.24,442.56,21.24,144.76,12.15,56.82,7.61,35.93,6.05,102.66,10.23,94.1,9.79,107.16,10.45,12.55,3.58,11.54,3.43
8816,14.0010565,55.8965936,1387136.8,6197890.4,1,0.98,44075,732.91,27.36,446,21.34,137.13,11.83,56.21,7.58,38.52,6.27,104.1,10.31,91.05,9.64,107.99,10.5,14.25,3.81,11.19,3.38
8817,14.0011108,55.8965606,1387140.1,6197886.6,1,0.99,44080,745.86,27.49,433.06,20.94,139.26,11.88,55.87,7.52,38.95,6.28,102.71,10.2,91.37,9.62,108.74,10.5,13.24,3.66,11.8,3.46
8818,14.0011652,55.8965278,1387143.4,6197882.9,1,1,44085,763.44,27.61,410.19,20.24,148.69,12.19,55.8,7.47,37.89,6.15,99.5,9.97,94.19,9.7,108.87,10.43,10.26,3.2,12.96,3.6
8819,14.0012196,55.8964949,1387146.7,6197879.1,1,1.01,44090,780.37,27.73,389.02,19.58,159.79,12.55,55.85,7.42,36.94,6.03,96.67,9.76,97.15,9.79,108.11,10.32,7.16,2.66,13.8,3.69
8820,14.0012737,55.8964618,1387150,6197875.4,1,1.02,44095,791.38,27.85,381.14,19.33,166.98,12.79,55.88,7.4,37.72,6.08,96.36,9.72,97.9,9.79,106.21,10.2,5.77,2.38,13.48,3.63
8821,14.0013273,55.8964285,1387153.3,6197871.6,1,1.02,44100,794.05,27.95,389.85,19.58,167.73,12.85,55.91,7.42,40.67,6.33,99.37,9.89,95.81,9.71,103.67,10.1,6.82,2.59,11.81,3.41
8822,14.0013809,55.8963952,1387156.5,6197867.8,1,1.01,44105,791.12,28.02,403.52,20.01,165.17,12.8,56.19,7.47,44.07,6.61,103.94,10.16,93.28,9.62,102.31,10.08,9.06,3,9.91,3.14
8823,14.0014349,55.8963621,1387159.8,6197864,1,1,44110,785.85,28.04,408.92,20.22,162.98,12.77,57.03,7.55,46.02,6.78,108.09,10.4,93.05,9.65,104.11,10.2,11.04,3.32,9,3
8824,14.0014894,55.8963293,1387163.1,6197860.3,1,1,44115,780.59,27.97,398.06,19.97,163.77,12.81,58.57,7.66,45.22,6.73,110.29,10.51,96.71,9.84,109.97,10.5,11.68,3.42,9.87,3.14
8825,14.0015441,55.8962966,1387166.4,6197856.5,1,1,44120,774.31,27.84,382.18,19.56,166.2,12.9,60.4,7.78,42.7,6.54,110.73,10.53,101.58,10.08,116.89,10.82,11.42,3.38,11.62,3.41
8826,14.0015985,55.8962636,1387169.7,6197852.8,1,1,44125,765.2,27.66,376.9,19.41,167.99,12.96,61.98,7.87,40.04,6.33,110.02,10.49,104,10.2,120.98,11,11,3.32,12.99,3.6
8827,14.0016521,55.8962303,1387173,6197849,1,1,44130,752.36,27.45,392.39,19.83,167.82,12.97,62.79,7.93,38.56,6.22,108.71,10.44,101.31,10.07,119.64,10.95,11.04,3.33,13.01,3.61
8828,14.001706,55.8961972,1387176.3,6197845.2,1,1,44135,738.79,27.22,415.63,20.42,168.4,13,62.43,7.91,38.67,6.23,107.18,10.37,95,9.76,115.84,10.78,11.49,3.39,12.04,3.47
8829,14.0017615,55.8961649,1387179.7,6197841.5,1,1,44140,728.48,26.97,427.53,20.66,173.47,13.16,60.5,7.77,40.48,6.36,105.75,10.28,87.64,9.35,114,10.67,12.13,3.48,10.77,3.28
8830,14.0018191,55.8961338,1387183.2,6197838,1,1.01,44145,725.04,26.77,418.96,20.35,182.94,13.45,57.12,7.51,43.29,6.54,104.55,10.16,81,8.95,116.66,10.74,12.58,3.53,9.71,3.1
8831,14.0018776,55.8961032,1387186.7,6197834.4,1,1.02,44150,731.12,26.78,403.75,19.9,187.88,13.57,53.63,7.25,44.43,6.6,103.29,10.06,74.95,8.57,122.07,10.94,12.11,3.45,8.95,2.96
8832,14.0019358,55.8960724,1387190.3,6197830.9,1,1.02,44155,748.27,27.14,397.27,19.77,179.93,13.31,51.44,7.12,41.57,6.4,101.75,10.01,69.32,8.26,127.9,11.22,10.17,3.16,8.48,2.89
8833,14.0019924,55.8960407,1387193.7,6197827.3,1,1.01,44160,769.72,27.67,401.09,19.97,166.05,12.85,51.16,7.13,37.62,6.12,100.76,10.01,65.88,8.1,132.08,11.46,8.58,2.92,7.79,2.78
8834,14.0020465,55.8960077,1387197,6197823.5,1,1,44165,784.7,28.04,409.72,20.26,160.54,12.68,52.99,7.29,37.94,6.17,101.65,10.09,67.34,8.21,132.7,11.53,10.19,3.2,6.23,2.5
8835,14.0020986,55.8959737,1387200.2,6197819.7,1,1,44170,788.4,28.1,415.07,20.39,164.55,12.84,55.35,7.45,43.09,6.57,103.72,10.19,74.62,8.65,128.23,11.33,14.34,3.79,4.82,2.2
8836,14.0021513,55.8959399,1387203.4,6197815.8,1,1,44175,783.7,27.99,405.78,20.14,162.47,12.74,54.43,7.38,47.46,6.89,103.7,10.18,86.34,9.29,117.63,10.84,15.84,3.98,6.72,2.59
8837,14.0022065,55.8959074,1387206.7,6197812.1,1,1,44180,774.57,27.83,379.99,19.49,147.91,12.16,49.44,7.03,47.56,6.9,100.94,10.05,98.73,9.94,103.32,10.16,12.49,3.53,12.3,3.51
8838,14.0022641,55.8958763,1387210.2,6197808.6,1,1,44185,766.4,27.68,358.81,18.94,138.97,11.79,47.1,6.86,45.85,6.77,101.37,10.07,102.75,10.14,95.9,9.79,9.98,3.16,14.91,3.86
8839,14.0023236,55.8958463,1387213.9,6197805.1,1,1,44190,765.01,27.65,359.98,18.97,148.98,12.2,51.79,7.19,44.91,6.7,108.14,10.39,94.33,9.71,101.57,10.07,12.15,3.48,10.66,3.26
8840,14.0023832,55.8958164,1387217.5,6197801.7,1,1,44195,776.78,27.88,381.08,19.53,166.39,12.9,57.63,7.59,45.09,6.72,113.27,10.65,86.51,9.3,109.86,10.48,14,3.74,6.82,2.61
8841,14.0024414,55.8957856,1387221.1,6197798.2,1,1,44200,800.17,28.33,410.14,20.29,178.1,13.37,60.32,7.78,45.68,6.77,111.98,10.6,88.49,9.42,111.4,10.57,11.85,3.45,8.74,2.96
8842,14.0024974,55.8957536,1387224.5,6197794.5,1,1,44205,813,28.47,420.31,20.47,179.01,13.36,64.61,8.02,44.31,6.65,113.11,10.62,91.1,9.53,107.69,10.36,9.73,3.11,11.43,3.37
8843,14.0025516,55.8957206,1387227.8,6197790.8,1,1.02,44210,803.5,28.09,401.59,19.86,171.24,12.97,71.82,8.4,39.77,6.25,119.56,10.83,88.41,9.32,101.9,10,10.7,3.24,11.33,3.33
8844,14.0026059,55.8956877,1387231.1,6197787,1,1.02,44215,785.52,27.8,379.88,19.33,167.99,12.86,74.22,8.55,33.61,5.75,119.05,10.82,86.03,9.2,96.98,9.77,13.63,3.66,10.73,3.25
8845,14.0026615,55.8956553,1387234.5,6197783.3,1,0.99,44220,772.63,27.92,375.46,19.46,175.08,13.29,68.69,8.32,29.71,5.47,108.9,10.48,86.63,9.35,95.23,9.8,16.62,4.09,11.09,3.34
8846,14.0027177,55.8956235,1387237.9,6197779.7,1,0.98,44225,772.65,28.06,390.78,19.96,182.4,13.63,62.53,7.98,35.75,6.04,107.32,10.46,85.03,9.31,97.71,9.98,17.16,4.18,11.14,3.37
8847,14.0027741,55.8955917,1387241.3,6197776,1,1,44230,787.5,28,420.4,20.46,183.44,13.52,62.06,7.86,52.15,7.21,123.45,11.09,79.34,8.89,104.84,10.22,14.57,3.81,9.88,3.14
8848,14.0028296,55.8955594,1387244.7,6197772.4,1,1.02,44235,806.44,28.12,444.51,20.88,184.64,13.46,68.52,8.2,60.68,7.71,139.04,11.68,77.72,8.73,115.83,10.66,12.73,3.53,7.61,2.73
8849,14.0028837,55.8955264,1387248,6197768.6,1,1,44240,817.7,28.6,447.33,21.16,190.03,13.79,78.64,8.87,49.55,7.04,137.79,11.74,84.78,9.21,127.87,11.31,14.03,3.75,5.29,2.3
8850,14.0029374,55.8954931,1387251.3,6197764.8,1,0.98,44245,812.02,28.79,431.97,21,190.4,13.94,77.71,8.91,34.94,5.97,121.82,11.15,89.81,9.57,132.53,11.63,14.13,3.8,5.24,2.31
8851,14.0029911,55.8954598,1387254.5,6197761,1,0.99,44250,791.96,28.28,406.68,20.27,179.64,13.47,59.02,7.72,31.94,5.68,100.1,10.06,85.86,9.31,124.98,11.24,10.15,3.2,8.57,2.94
8852,14.0030431,55.8954258,1387257.7,6197757.1,1,1,44255,795.13,28.17,384.58,19.59,169.39,13,47.72,6.9,35.38,5.94,91.87,9.57,86.94,9.31,115.07,10.72,7.77,2.78,11.9,3.45
8853,14.003092,55.8953903,1387260.6,6197753.1,1,1,44260,822.11,28.67,378.32,19.45,166.83,12.92,55.37,7.44,39.6,6.29,102.65,10.13,95.52,9.77,112.17,10.59,9.32,3.05,12.66,3.56
8854,14.0031373,55.8953531,1387263.4,6197748.9,1,1,44265,809.92,28.41,397.54,19.9,167.19,12.91,64.11,7.99,44.19,6.64,114.72,10.69,91.29,9.54,120.33,10.95,9.79,3.12,10.87,3.29
8855,14.0031776,55.8953143,1387265.8,6197744.5,1,1.02,44270,758.36,27.33,430.24,20.58,166.58,12.81,65.87,8.05,47.72,6.86,118.99,10.82,73.97,8.53,134.5,11.51,8.17,2.84,8,2.81
8856,14.0032105,55.8952735,1387267.7,6197739.9,1,1.02,44275,740.02,26.94,441.59,20.81,163.13,12.65,65.8,8.03,47.28,6.81,117.8,10.75,66.7,8.09,140.47,11.74,8.32,2.86,6.8,2.58
8857,14.0032353,55.8952308,1387269.1,6197735.1,1,1.01,44280,778.73,27.78,419.26,20.38,157.5,12.49,67.05,8.15,42.6,6.5,114.16,10.63,77.58,8.77,132.37,11.45,11.37,3.36,8.11,2.84
